dir_id,dir_lname,movie_id,movie_title,actor_name,role_name,award
,,ABi10,Burning Secret,David Ebbets,,
,,ABi10,Burning Secret,Ian Richardson,,
,,ABi10,Burning Secret,John Nettleton,,
,,ABi10,Burning Secret,N. Ottering,,
,,ABi20,The Cement Garden,Andrew Robertson,Jack,
,,ABi20,The Cement Garden,Sinead Cusack,,
,,ABi20,The Cement Garden,Charlotte Gainsbourg,,
AbK,Kiarostami,AbK15,Taste of Cherry,Homayoun Ershadi,,
,,AbK15,Taste of Cherry,,,
,,AbK15,Taste of Cherry,,,
,,AbK15,Taste of Cherry,,,
ABl,Blasetti,ABl10,Too Bad She's Bad,Sophia Loren,,
,,ABl10,Too Bad She's Bad,Vittorio deSica,,
,,ABl10,Too Bad She's Bad,Marcello Mastroianni,,
ABn,Banderas,ABn1,Crazy in Alabama,Melanie Griffith,,
ABo,Borman,ABo10,And God Spoke,Michael Riley,Clive Walton,
,,ABo10,And God Spoke,Stephen Rappaport,Marvin Handleman,
,,ABo10,And God Spoke,,Mary,
AbP,Albert~Parker,AbP10,The Eyes of Youth,Clara Kimball Young,,
,,AbP10,The Eyes of Youth,Gareth Hughes,,
,,AbP10,The Eyes of Youth,Pauline Starke,,
,,AbP10,The Eyes of Youth,Sam Sothern,,
,,AbP10,The Eyes of Youth,Milton Sills,,
,,AbP10,The Eyes of Youth,Rudolfo Valentino,,
,,AbP50,Blind Man's Bluff,Basil Sidney,,
,,AbP50,Blind Man's Bluff,James Mason,,
,,AbP50,Blind Man's Bluff,Enid StampTaylor,,
,,AbP50,Blind Man's Bluff,Barbara Greene,,
ABr,A.Brooks,ABr1,Real Life,Albert Brooks,,
,,ABr1,Real Life,Frances Lee McCain,Jeanette Yeager,
,,ABr1,Real Life,,,
,,ABr1,Real Life,Charles Grodin,,
,,ABr2,Modern Romance,Albert Brooks,,
,,ABr2,Modern Romance,Kathryn Harrold,,
,,ABr2,Modern Romance,Bruno Kirby,,
,,ABr2,Modern Romance,James L. Brooks,,
,,ABr2,Modern Romance,Meadowlark Lemon,,
,,ABr2,Modern Romance,George Kennedy,,
,,ABr2,Modern Romance,Super Dave Osborne,,
,,ABr3,Lost in America,Albert Brooks,,
,,ABr3,Lost in America,Julie Hagerty,,
,,ABr3,Lost in America,Garry K. Marshall,,
,,ABr3,Lost in America,Art Frankel,,
,,ABr4,Defending Your Life,Albert Brooks,,
,,ABr4,Defending Your Life,Lee Grant,,
,,ABr4,Defending Your Life,,,
,,ABr4,Defending Your Life,Meryl Streep,,
,,ABr4,Defending Your Life,Rip Torn,,
,,ABr4,Defending Your Life,Shirley MacLaine,,
,,ABr7,Mother,Debbie Reynolds,,GGN
,,ABr7,Mother,,,
,,ABr9,The Muse,Jennifer Tilly,,
ABu,A.Burns,ABu10,Just Between Friends,Mary Tyler Moore,,
,,ABu10,Just Between Friends,Ted Danson,,
,,ABu10,Just Between Friends,Christine Lahti,,
,,ABu10,Just Between Friends,Sam Waterston,,
,,ABu10,Just Between Friends,Salome Jens,,
ABW,A.Woods,ABW40,Busman's Honeymoon,Robert Montgomery,,
,,ABW40,Busman's Honeymoon,Constance Cummings,,
,,ABW40,Busman's Honeymoon,Seymour Hicks,,
,,ABW40,Busman's Honeymoon,Leslie Banks,,
,,ABW40,Busman's Honeymoon,Robert Newton,,
,,ABW40,Busman's Honeymoon,Googie Withers,,
,,ABW40,Busman's Honeymoon,Frank Pettingell,,
ABz,Buckhantz,ABz10,Portrait of a Hitman,Jack Palance,,
,,ABz10,Portrait of a Hitman,Richard Roundtree,,
,,ABz10,Portrait of a Hitman,Ann Turkel,,
,,ABz10,Portrait of a Hitman,Bo Svenson,,
,,ABz10,Portrait of a Hitman,Rod Steiger,,
AC,Crosland,AC5,Don Juan,John Barrymore,Don Juan,
,,AC5,Don Juan,Mary Astor,Lucretia Borgia,
,,AC5,Don Juan,Warner Oland,,
,,AC5,Don Juan,Estelle Taylor,,
,,AC5,Don Juan,Myrna Loy,,
,,AC5,Don Juan,Phyllis Haver,,
,,AC5,Don Juan,Willard Louis,,
,,AC5,Don Juan,Montague Love,,
,,AC6,The Beloved Rogue,John Barrymore,Francois Villon,
,,AC6,The Beloved Rogue,Conrad Veidt,Louis XI,
,,AC6,The Beloved Rogue,Marceline Day,,
,,AC6,The Beloved Rogue,Mack Swain,,
,,AC6,The Beloved Rogue,Slim Summerville,,
,,AC7,In Old San Francisco,Anna May Wong,,
,,AC7,In Old San Francisco,Sojin,,
,,AC8,The Jazz Singer,Al Jolson,,
,,AC8,The Jazz Singer,May McAvoy,,
,,AC8,The Jazz Singer,Warner Oland,,
,,AC8,The Jazz Singer,Eugenie Besserer,,
,,AC8,The Jazz Singer,Otto Lederer,,
,,AC9,Glorious Betsy,Conrad Nagel,,
,,AC9,Glorious Betsy,Dolores Costello,,
,,AC9,Glorious Betsy,John Miljan,,
,,AC9,Glorious Betsy,Marc McDermott,,
,,AC9,Glorious Betsy,Betty Blythe,Fredericka von Wurttemberg,
,,AC9,Glorious Betsy,Paul Panzer,,
,,AC9,Glorious Betsy,Michael Vavitch,,
,,AC9,Glorious Betsy,Pasquale Amato,Napoleon,
,,AC20,The Great Impersonation,Edmund Lowe,,
,,AC20,The Great Impersonation,Valerie Hobson,,
,,AC20,The Great Impersonation,Vera Engels,,
,,AC20,The Great Impersonation,Henry Mollison,,
,,AC20,The Great Impersonation,Lumsden Hare,,
,,AC20,The Great Impersonation,Spring Byington,,
,,AC20,The Great Impersonation,Charles Waldron,,
,,AC20,The Great Impersonation,Dwight Frye,,
ACa,Cavalcanti,ACa40,Went the Day Well?,Leslie Banks,,
,,ACa40,Went the Day Well?,Elizabeth Allen,,
,,ACa40,Went the Day Well?,Frank Lawton,,
,,ACa40,Went the Day Well?,Basil Sidney,,
,,ACa40,Went the Day Well?,Valerie Taylor,,
,,ACa40,Went the Day Well?,Mervyn Johns,,
,,ACa40,Went the Day Well?,Edward Rigby,,
,,ACa40,Went the Day Well?,Marie Lohr,,
,,ACa40,Went the Day Well?,C.V. France,,
,,ACa40,Went the Day Well?,David Farrar,,
,,ACa50,Dead of Night,Mervyn Jones,,
,,ACa50,Dead of Night,Roland Culver,,
,,ACa50,Dead of Night,Mary Merrall,,
,,ACa50,Dead of Night,Judy Kelly,,
,,ACa50,Dead of Night,Anthony Baird,,
,,ACa50,Dead of Night,Miles Malleson,,
,,ACa50,Dead of Night,Sally Ann Howes,,
,,ACa50,Dead of Night,Frederick Valk,,
,,ACa50,Dead of Night,Googie Withers,,
,,ACa50,Dead of Night,Ralph Michael,,
,,ACa50,Dead of Night,Esme Percy,,
,,ACa50,Dead of Night,Basil Radford,,
,,ACa50,Dead of Night,Naunton Wayne,,
,,ACa50,Dead of Night,Michael Redgrave,,
,,ACa50,Dead of Night,Hartley Power,,
,,ACa50,Dead of Night,Frederick Valk,,
,,ACa50,Dead of Night,Elizabeth Welch,,
,,ACa60,Nicholas Nickleby,Derek Bond,,
,,ACa60,Nicholas Nickleby,Cedric Hardwicke,,
,,ACa60,Nicholas Nickleby,Alfred Drayton,,
,,ACa60,Nicholas Nickleby,Sybil Thorndyke,,
,,ACa60,Nicholas Nickleby,Stanley Holloway,,
,,ACa60,Nicholas Nickleby,Sally Ann Howes,Kathy,
,,ACa60,Nicholas Nickleby,Jill Balcon,,
,,ACa60,Nicholas Nickleby,Cyril Fletcher,,
,,ACa60,Nicholas Nickleby,Fay Compton,,
,,ACa60,Nicholas Nickleby,,,
,,ACa60,Nicholas Nickleby,,,
ACf,Cadiff,ACf10,Leave it to Beaver,Cameron Finley,Beaver,
,,ACf10,Leave it to Beaver,Christopher McDonald,Ward,
,,ACf10,Leave it to Beaver,Janine Turner,June,
,,ACf10,Leave it to Beaver,Erik vonDetten,Wally,
AcG,Gonsalvi,AcG10,Fedora; or Piu Forte dell'Odio e Amore,Pina Menichelli,,
ACj,Crosland~jr,ACj110,I Can Take Care of Myself,Myron McCormick,,
,,ACj110,I Can Take Care of Myself,Frankie Darro,,
,,ACj110,I Can Take Care of Myself,Linda Lawson,,
,,ACj110,I Can Take Care of Myself,Pat Harrington~jr.,,
,,ACj110,I Can Take Care of Myself,Will Kuluva,,
,,ACj110,I Can Take Care of Myself,Leonard Weinrib,,
,,ACj110,I Can Take Care of Myself,Edmon Ryan,,
,,ACj110,I Can Take Care of Myself,William Sharon,,
,,ACj111,The Money,Robert Loggia,,
,,ACj111,The Money,Doris Dowling,,
,,ACj111,The Money,Will Kuluva,,
,,ACj111,The Money,Wolfe Barzell,,
,,ACj111,The Money,Monica May,,
,,ACj112,The Man Who Found The Money,Arthur Hill,,
,,ACj112,The Man Who Found The Money,R.G. Armstrong,,
,,ACj112,The Man Who Found The Money,Rod Cameron,,
,,ACj113,The Kiss Off,Rip Torn,,
,,ACj113,The Kiss Off,Mary Munday,,
,,ACj113,The Kiss Off,Ken Patterson,,
,,ACj113,The Kiss Off,Florence McMichael,,
,,ACj113,The Kiss-Off,Harry Swooger,,
,,ACj113,The Kiss Off,Don Keefer,,
,,ACj113,The Kiss-Off,Frank Sully,,
,,ACj113,The Kiss-Off,Bert Freed,Cooper,
,,ACj114,Deathmate,Lee Phillips,,
,,ACj114,Deathmate,Gia Scala,,
,,ACj114,Deathmate,Les Tremaye,,
,,ACj114,Deathmate,Ann Stanton,,
,,ACj114,Deathmate,Russell Collins,,
,,ACj115,Gratitude,Peter Falk,,
,,ACj115,Gratitude,Paul Hartman,,
,,ACj115,Gratitude,Edmund Haskin,,
,,ACj115,Gratitude,John Dennis,,
,,ACj115,Gratitude,Bert Rensen,,
,,ACj115,Gratitude,Karl Lukas,,
,,ACj115,Gratitude,Ada Stewart,,
,,ACj115,Gratitude,Phil Gordon,,
,,ACj115,Gratitude,Clegg Hoyt,,
,,ACj116,The Gloating Place,Susan Harrison,,
,,ACj117,Servant Problem,John Emery,,
,,ACj117,Servant Problem,Jo vanFleet,,
,,ACj117,Servant Problem,Alice Frost,,
,,ACj118,The Hat Box,Paul Ford,,
,,ACj118,The Hat Box,Billy Gray,,
,,ACj118,The Hat Box,Frank Maxwell,,
,,ACj119,Keep Me Company,Anne Francis,,
,,ACj119,Keep Me Company,Edmund Hashim,,
,,ACj119,Keep Me Company,Jack Ging,,
,,ACj120,Beta Delta Gamma,Duke Howard,,
,,ACj120,Beta Delta Gamma,Burt Brinckerhoff,,
,,ACj121,The Right Kind of Medicine,Robert Redford,,
,,ACj121,The Right Kind of Medicine,Russell Collins,,
,,ACj121,The Right Kind of Medicine,George Clarke,,
,,ACj121,The Right Kind of Medicine,Joby Baker,,
,,ACj121,The Right Kind of Medicine,Bernard Kates,,
,,ACj121,The Right Kind of Medicine,King Calder,,
,,ACj121,The Right Kind of Medicine,Bob Karnes,,
,,ACj121,The Right Kind of Medicine,Bert Remsen,,
,,ACj121,The Right Kind of Medicine,Harry Swoger,,
,,ACj122,The Case of M.J.H.,Barbara Baxley,,
,,ACj122,The Case of M.J.H.,Ted Newton,,
,,ACj122,The Case of M.J.H.,Robert Loggia,,
,,ACj122,The Case of M.J.H.,Richard Gaines,,
,,ACj123,The Woman Who Wanted to Live,Lola Allbright,,
,,ACj123,The Woman Who Wanted to Live,Charles Bronson,,
,,ACj124,Apex,Mark Miller,,
,,ACj124,Apex,Vivienne Segal,,
,,ACj124,Apex,Pat Breslin,,
,,ACj125,The Big Kick,Brian Hutton,,
,,ACj125,The Big Kick,Anne Helm,,
,,ACj125,The Big Kick,Wayne Rogers,,
,,ACj126,The Night of the Owl,Brian Keith,,
,,ACj126,The Night of the Owl,Patricia Breslin,,
,,ACj126,The Night of the Owl,Claudia Cravey,,
,,ACj127,House Guest,Robert Sterling,,
,,ACj127,House Guest,Billy Mumy,,
,,ACj127,House Guest,MacDonald Carey,,
,,ACj127,House Guest,Peggy McKay,,
,,ACj127,House Guest,,,
,,ACj128,Last Seen Wearing Bluejeans,Michael Wilding,Saunders,
,,ACj128,Last Seen Wearing Bluejeans,Anna Lee,Mrs. Saunders,
,,ACj128,Last Seen Wearing Bluejeans,Katherine Crawford,Catherine Saunders,
,,ACj128,Last Seen Wearing Bluejeans,Randy Boone,Pete Tanner,
,,ACj128,Last Seen Wearing Bluejeans,James Anderson,Vince Cates,
,,ACj128,Last Seen Wearing Bluejeans,Jesse Jacobs,Grosse,
,,ACj128,Last Seen Wearing Bluejeans,Frank Albertson,Batterman,
,,ACj128,Last Seen Wearing Bluejeans,Russ Conway,Henderson,
,,ACj128,Last Seen Wearing Bluejeans,Karl Lukas,Mel Tanner,
,,ACj128,Last Seen Wearing Bluejeans,Rose Montiel,Maria,
ACl,A.Clark,ACl10,Rita; Sue and Bob Too,George Costigan,,
,,ACl10,Rita; Sue and Bob Too,Siobhan Finneran,Rita,
,,ACl10,Rita; Sue and Bob Too,Michelle Holmes,Sue,
,,ACl10,Rita; Sue and Bob Too,Lesley Sharp,,
,,ACl10,Rita; Sue and Bob Too,Kulvinder Ghir,,
ACt,Crabtree,ACt10,Fiend Without a Face,Marshall Thompson,,
ACu,Cuaron,ACu15,Murder; Obliquely,Laura Dern,Annie,
,,ACu15,Murder; Obliquely,Alan Rickman,Dwight,
,,ACu15,Murder; Obliquely,Diane Ladd,,
,,ACu20,The Little Princess,Liesel Mathews,Sara Crewes,
,,ACu20,The Little Princess,Eleanor Brown,Miss Minchin,
,,ACu23,Great Expectations,Gwyneth Paltrow,Estella,
,,ACu23,Great Expectations,E-than Hawke,Finn,
,,ACu23,Great Expectations,Robert deNiro,,
,,ACu23,Great Expectations,Anne Bancroft,,
,,ACu27,Y tu Mama Tambien,Diego Luna,Tenoch Iturbide,
,,ACu27,Y tu Mama Tambien,Gael Garcia Bernal,Julio Zapata,
,,ACu27,Y tu Mama Tambien,Maribel Verdu,Luisa Cortes,
,,ACu27,Y tu Mama Tambien,,Cortes,
,,ACu27,Y tu Mama Tambien,,,
ACv,Cavalier,ACv10,Therese,Catherine Mouchet,Theresa,
,,ACv10,Therese,Aurore Prieto,,
,,ACv10,Therese,Sylvie Habault,,
ACx,Cox,ACx10,Repo Man,Harry Dean Stanton,,
,,ACx10,Repo Man,Emilio Estevez,,
,,ACx10,Repo Man,Tracey Walker,,
,,ACx10,Repo Man,Vonetta McGee,Marlene,
,,ACx10,Repo Man,Fox Harris,,
,,ACx12,Sid and Nancy,Gary Oldman,Sid Vicious,
,,ACx12,Sid and Nancy,Chloe Webb,,
,,ACx12,Sid and Nancy,David Hayman,,
ACy,Cayatte,ACy10,Les Amants de Verone,Pierre Brasseur,,
,,ACy10,Les Amants de Verone,Anouk Aimee,,
,,ACy10,Les Amants de Verone,Serge Reggiani,,
,,ACy14,Justice est Fait,Claude Noiller,,
,,ACy14,Justice est Fait,Valentine Tessier,,
,,ACy20,Eye for an Eye,Curt Jurgens,,
,,ACy20,Eye for an Eye,Folco Lulli,,
,,ACy20,Eye for an Eye,Lea Padovani,,
,,ACy38,Verdict,Jean Gabin,,
,,ACy38,Verdict,Sophia Loren,,
,,ACy38,Verdict,Henri Garcin,,
,,ACy38,Verdict,Julien Bertheau,,
AD,Dovzhenko,AD40,Aerograd,Semyon Shaigada,,
,,AD40,Aerograd,Stepan Shkurat,,
,,AD40,Aerograd,Sergei Stolyarov,,
ADA,DegliAbbati,ADA10,The Memory of the Other,Lyda Bonelli,,
,,ADA10,The Memory of the Other,Mario Bonnard,,
AdB,Brunel,AdB21,The Constant Nymph,Ivor Novello,,
,,AdB21,The Constant Nymph,Mary Clare,,
,,AdB21,The Constant Nymph,Mabel Poulton,,
,,AdB21,The Constant Nymph,Benita Hume,,
ADg,Dienstag,ADg10,The Moneytree,Christopher Dienstag,,
,,ADg10,The Moneytree,Monica Caldwell,,
AdI,delaIglesia,AdI15,Perdita Durango,Rosie Perez,Perrdita,
,,AdI15,Perdita Durango,Javier Pardem,romeo Dolorosa,
,,AdI15,Perdita Durango,James Gandolfini,,
,,AdI15,Perdita Durango,Screamin' Jay Hawkins,,
,,AdI15,Perdita Durango,,,
,,AdI15,Perdita Durango,,,
AdL,Lyne,AdL5,Flashdance,Jennifer Beale,,
,,AdL5,Flashdance,Michael Nouri,,
,,AdL5,Flashdance,Lilia Skala,,
,,AdL5,Flashdance,Sunny Johnson,,
,,AdL5,Flashdance,Kyle T. Hefner,,
,,AdL5,Flashdance,Belinda Bauer,,
,,AdL5,Flashdance,Irine Cara,,
,,AdL6,Nine 1/2 Weeks,Kim Basinger,Elizabeth,
,,AdL6,Nine 1/2 Weeks,Mickey Rourke,John,
,,AdL6,Nine 1/2 Weeks,Margaret Whitton,,
,,AdL6,Nine 1/2 Weeks,Karen Young,,
,,AdL6,Nine 1/2 Weeks,Roderick Cook,,
,,AdL6,Nine 1/2 Weeks,David Margulin,,
,,AdL6,Nine 1/2 Weeks,Cyntia Cruz,,
,,AdL6,Nine 1/2 Weeks,Raynor Scheine,,
,,AdL6,Nine 1/2 Weeks,Olek Krup,,
,,AdL6,Nine 1/2 Weeks,Dwight West,,
,,AdL10,Fatal Attraction,Michael Douglas,,
,,AdL10,Fatal Attraction,Glenn Close,,AAN
,,AdL10,Fatal Attraction,Anne Archer,,
,,AdL10,Fatal Attraction,Ellen Hamilton Latzen,,
,,AdL10,Fatal Attraction,Stuart Pankin,,
,,AdL14,Jacob's Ladder,Tim Robbins,,
,,AdL14,Jacob's Ladder,Elizabeth Pena,,
,,AdL14,Jacob's Ladder,Danny Aiello,,
,,AdL14,Jacob's Ladder,Patricia Kalember,,
,,AdL16,Indecent Proposal,Woody Harrison,David Murphy,
,,AdL16,Indecent Proposal,Demi Moore,Diane Murphy,
,,AdL16,Indecent Proposal,Robert Redford,John Gage,
,,AdL16,Indecent Proposal,Tommy Rile,Shakleford,
,,AdL16,Indecent Proposal,Oliver Platt,,
,,AdL20,Lolita,Jeremy Irons,Humbert Humbert,
,,AdL20,Lolita,Dominique Swain,Lolita,
,,AdL20,Lolita,Melanie Griffith,Charlotte Haze,
,,AdL20,Lolita,Frank Langella,Clare Quilty,
,,AdL20,Lolita,Ben Silverstone,Humbert,
,,AdL20,Lolita,Emma GriffithsMalin,Annabel Leigh,
,,AdL20,Lolita,Suzanne Shepherd,Miss Pratt,
,,AdL25,Unfaithful,Richard Gere,Edward Sumner,
,,AdL25,Unfaithful,Diane Lane,Connie Sumner,
,,AdL25,Unfaithful,Oliver Martinez,Paul Martel,
,,AdL25,Unfaithful,Erik Per Sullivan,Paul Martel,
